# UMA data for diatomic ethane
# DISTANCE	ENERGY
1.0	-2160.201317493773
1.0505050505050506	-2163.170442287779
1.101010101010101	-2165.4892131732468
1.1515151515151516	-2167.242570345259
1.202020202020202	-2168.553817455626
1.2525252525252526	-2169.5180671261314
1.303030303030303	-2170.2106337006826
1.3535353535353536	-2170.6893708156113
1.404040404040404	-2170.9991617249016
1.4545454545454546	-2171.1762032555107
1.5050505050505052	-2171.2493307040695
1.5555555555555556	-2171.241387550688
1.606060606060606	-2171.170586829043
1.6565656565656566	-2171.0514160440925
1.7070707070707072	-2170.895467643595
1.7575757575757576	-2170.712067012644
1.808080808080808	-2170.508553360558
1.8585858585858586	-2170.290700350857
1.9090909090909092	-2170.0634008543257
1.9595959595959596	-2169.830771033621
2.0101010101010104	-2169.5955746220116
2.0606060606060606	-2169.359360520697
2.111111111111111	-2169.1235464261536
2.1616161616161618	-2168.8897667573456
2.212121212121212	-2168.6595322535995
2.2626262626262625	-2168.4341691182617
2.313131313131313	-2168.21487743125
2.3636363636363633	-2168.002580110884
2.4141414141414144	-2167.797704880095
2.4646464646464645	-2167.5995909617905
2.515151515151515	-2167.406343881941
2.5656565656565657	-2167.235949699736
2.616161616161616	-2167.0935463355545
2.666666666666667	-2166.9734069751266
2.717171717171717	-2166.871665184355
2.7676767676767677	-2166.7851139949325
2.8181818181818183	-2166.711036150313
2.8686868686868685	-2166.6472639487747
2.919191919191919	-2166.5921337054733
2.9696969696969697	-2166.54434985385
3.0202020202020203	-2166.5028778956894
3.0707070707070705	-2166.466845457411
3.121212121212121	-2166.435489122725
3.1717171717171717	-2166.408128445006
3.2222222222222223	-2166.384160702086
3.2727272727272725	-2166.3630656646255
3.323232323232323	-2166.344399635649
3.3737373737373737	-2166.327793066359
3.4242424242424243	-2166.312933389998
3.474747474747475	-2166.299560015059
3.525252525252525	-2166.287444774962
3.5757575757575757	-2166.276386921263
3.6262626262626263	-2166.2662286208633
3.676767676767677	-2166.2568361209396
3.727272727272727	-2166.2481071399216
3.7777777777777777	-2166.2399651454452
3.8282828282828283	-2166.232355539656
3.878787878787879	-2166.225236360884
3.929292929292929	-2166.218583528853
3.9797979797979797	-2166.2123817847732
4.03030303030303	-2166.206623976088
4.080808080808081	-2166.201315109587
4.1313131313131315	-2166.196467583037
4.181818181818182	-2166.192085449553
4.232323232323232	-2166.188161556578
4.282828282828283	-2166.1846658633713
4.333333333333334	-2166.1815254138473
4.383838383838384	-2166.1786286281113
4.434343434343434	-2166.1758019374374
4.484848484848484	-2166.1728059695724
4.5353535353535355	-2166.169305507994
4.585858585858586	-2166.164838974333
4.636363636363637	-2166.1587182925705
4.686868686868687	-2166.1497480319504
4.737373737373737	-2166.1350128100876
4.787878787878787	-2166.106087391234
4.838383838383838	-2166.037816231108
4.888888888888889	-2165.8540007518295
4.9393939393939394	-2165.3473088191513
4.98989898989899	-2164.533605282164
5.040404040404041	-2164.021847431517
5.090909090909091	-2163.771286194182
5.141414141414141	-2163.6680228160385
5.191919191919192	-2163.6355859683517
5.242424242424242	-2163.6254150317673
5.292929292929293	-2163.623099987364
5.343434343434343	-2163.624302570677
5.393939393939394	-2163.625709717131
5.444444444444445	-2163.6235496448044
5.494949494949495	-2163.615193073607
5.545454545454545	-2163.6039888309006
5.595959595959596	-2163.592358295775
5.646464646464646	-2163.5815545962814
5.696969696969697	-2163.574114982939
5.747474747474747	-2163.5703627513412
5.797979797979798	-2163.5742728160385
5.848484848484849	-2163.5833489345077
5.898989898989899	-2163.6006647990707
5.94949494949495	-2163.611841862059
6.0	-2163.6136209414963
