# translation results for acetone
# MODEL			MAX E			MAX F			MAX tau
ANI-1x	1.0137046047020704e-07	1.8312127281205903e-07	-0.6817061906012026
ANI-1ccx	0.0	0.0	-0.7656459350127376
ANI-2x	0.0	0.0	-0.6790436265212154
MACE-MP	0.0	1.749615421431372e-07	-0.2428617900214178
MACE-OFF	0.0	2.090949777766582e-07	-0.8050885904022265
ORB-V2	0.0	0.0	-0.2781999071491365
ORB-D3-V2	0.0	0.0	-0.3773056939450253
UMA_small	0.0	0.0	-0.3773056939450253
