# UMA data for diatomic cylobutadiene
# DISTANCE	ENERGY
1.2	-4206.4398871807825
1.2122448979591836	-4206.699392452694
1.2244897959183674	-4206.923042431332
1.236734693877551	-4207.112831726528
1.2489795918367346	-4207.271658077694
1.2612244897959184	-4207.405810490109
1.273469387755102	-4207.525910988308
1.2857142857142856	-4207.639554157711
1.2979591836734694	-4207.746032371975
1.310204081632653	-4207.8432856945765
1.3224489795918366	-4207.931550636746
1.3346938775510204	-4208.011454239346
1.346938775510204	-4208.0835291294825
1.3591836734693876	-4208.148462906338
1.3714285714285714	-4208.206788197018
1.383673469387755	-4208.258685722805
1.3959183673469386	-4208.304137840725
1.4081632653061225	-4208.343148365475
1.420408163265306	-4208.375876560665
1.4326530612244897	-4208.402664795376
1.4448979591836735	-4208.423991098858
1.457142857142857	-4208.440405979611
1.4693877551020407	-4208.452475681759
1.4816326530612245	-4208.460750475384
1.493877551020408	-4208.465716019131
1.5061224489795917	-4208.467706337429
1.5183673469387755	-4208.466738357998
1.530612244897959	-4208.462475672222
1.5428571428571427	-4208.454588785626
1.5551020408163265	-4208.44334925697
1.5673469387755101	-4208.429557695843
1.579591836734694	-4208.4137324242365
1.5918367346938775	-4208.395594015576
1.6040816326530611	-4208.374299183346
1.616326530612245	-4208.34884418533
1.6285714285714286	-4208.31841291473
1.6408163265306124	-4208.2825881390345
1.653061224489796	-4208.241345539547
1.6653061224489796	-4208.194915428616
1.6775510204081634	-4208.143632545925
1.689795918367347	-4208.08784021423
1.7020408163265306	-4208.0278560070765
1.7142857142857144	-4207.963958874203
1.726530612244898	-4207.896394863583
1.7387755102040816	-4207.825385704495
1.7510204081632654	-4207.7511330990565
1.763265306122449	-4207.6738220600855
1.7755102040816326	-4207.593628063656
1.7877551020408164	-4207.510724678494
1.8	-4207.42528118179
