# UMA data for diatomic water
# DISTANCE	ENERGY
43.99987509868836	-2076.327483830659
45.3667105248322	-2076.5468911506814
46.73354595097604	-2076.75143760225
48.100381377119874	-2076.9428827144784
49.46721680326371	-2077.122611699311
50.83405222940754	-2077.2917453624887
52.20088765555138	-2077.4512328483743
53.56772308169521	-2077.601916012971
54.93455850783905	-2077.7445430137795
56.30139393398289	-2077.8797762968225
57.66822936012672	-2078.0082057096643
59.03506478627055	-2078.1303762771768
60.40190021241439	-2078.2467951156777
61.768735638558226	-2078.3579328634423
63.13557106470206	-2078.4641650297326
64.5024064908459	-2078.5656566002053
65.86924191698974	-2078.6623964883966
67.23607734313357	-2078.754468319623
68.60291276927741	-2078.842056212632
69.96974819542125	-2078.9253202058953
71.33658362156508	-2079.0043668725175
72.70341904770892	-2079.07928067228
74.07025447385274	-2079.1501481511277
75.43708989999658	-2079.217068133561
76.80392532614042	-2079.2801492788476
78.17076075228425	-2079.3395040013474
79.53759617842809	-2079.395240960328
80.90443160457193	-2079.4474604704064
82.27126703071576	-2079.4962546952647
83.6381024568596	-2079.5417056806964
85.00493788300344	-2079.583886412589
86.37177330914727	-2079.6228629254383
87.73860873529111	-2079.6586947121305
89.10544416143495	-2079.6914370354843
90.47227958757878	-2079.721141639782
91.83911501372262	-2079.747860224603
93.20595043986646	-2079.7716432043
94.57278586601029	-2079.792541874258
95.93962129215413	-2079.8106071480197
97.30645671829797	-2079.8258914925736
98.6732921444418	-2079.8384475537223
100.04012757058564	-2079.848329243867
101.40696299672948	-2079.855590162484
102.77379842287331	-2079.860285861103
104.14063384901714	-2079.86247275552
105.50746927516097	-2079.862208781449
106.87430470130481	-2079.859552977292
108.24114012744865	-2079.854566095082
109.60797555359248	-2079.8473108836097
110.97481097973632	-2079.837851104943
112.34164640588016	-2079.8262521900815
113.70848183202399	-2079.8125823192877
115.07531725816783	-2079.7969102837724
116.44215268431167	-2079.7793079443854
117.8089881104555	-2079.759848011343
119.17582353659934	-2079.7386065774244
120.54265896274316	-2079.7156606592816
121.909494388887	-2079.6910906756875
123.27632981503083	-2079.664977749495
124.64316524117467	-2079.6374067046327
126.01000066731851	-2079.608463873772
127.37683609346234	-2079.5782373674792
128.74367151960618	-2079.5468179412765
130.11050694575002	-2079.5142977066917
131.47734237189385	-2079.4807720460576
132.8441777980377	-2079.446336803643
134.21101322418153	-2079.4110909380597
135.57784865032536	-2079.3751354791802
136.9446840764692	-2079.338572887389
138.31151950261304	-2079.3015080072564
139.67835492875687	-2079.2640494682473
141.0451903549007	-2079.226305542199
142.41202578104455	-2079.188388941495
143.77886120718836	-2079.150412855355
145.1456966333322	-2079.1124944665116
146.51253205947603	-2079.074748394696
147.87936748561987	-2079.0372945048493
149.2462029117637	-2079.0002551057023
150.61303833790754	-2078.9637499429864
151.97987376405138	-2078.9278991796655
153.3467091901952	-2078.892824051587
154.71354461633905	-2078.8586446621102
156.0803800424829	-2078.8254769422692
157.44721546862672	-2078.7934371211213
158.81405089477056	-2078.762637851445
160.1808863209144	-2078.73318666002
161.54772174705823	-2078.7051882126016
162.91455717320207	-2078.678741393296
164.2813925993459	-2078.6539409734887
165.64822802548974	-2078.6308746912164
167.01506345163358	-2078.6096267082376
168.38189887777742	-2078.5902733184976
169.74873430392125	-2078.5728837825936
171.1155697300651	-2078.557523188798
172.48240515620893	-2078.544247923104
173.84924058235276	-2078.533107457368
175.2160760084966	-2078.52414351484
176.58291143464044	-2078.517390666215
177.94974686078427	-2078.5128737070245
179.3165822869281	-2078.5106114723367
180.68341771307195	-2078.510611233918
182.05025313921578	-2078.512873945443
183.41708856535962	-2078.517390666215
184.78392399150346	-2078.5241436340493
186.1507594176473	-2078.533107457368
187.51759484379113	-2078.5442480423135
188.88443026993497	-2078.5575235464257
190.2512656960788	-2078.572883901803
191.61810112222264	-2078.5902731992883
192.98493654836648	-2078.6096267082376
194.3517719745103	-2078.630874929635
195.71860740065415	-2078.653941092698
197.08544282679796	-2078.6787415125054
198.4522782529418	-2078.7051882126016
199.81911367908563	-2078.73318666002
201.18594910522947	-2078.762637851445
202.5527845313733	-2078.7934371211213
203.91961995751714	-2078.8254769422692
205.28645538366098	-2078.858644364087
206.65329080980482	-2078.892824051587
208.02012623594865	-2078.9278990008515
209.3869616620925	-2078.96374934694
210.75379708823633	-2079.0002552845162
212.12063251438016	-2079.037294564454
213.487467940524	-2079.0747480370683
214.85430336666784	-2079.112494585721
216.22113879281167	-2079.1504131533784
217.5879742189555	-2079.1883890010995
218.95480964509935	-2079.2263064362687
220.32164507124318	-2079.264048902003
221.68848049738702	-2079.301508782117
223.05531592353086	-2079.3385729171914
224.4221513496747	-2079.375135568587
225.78898677581853	-2079.4110908486527
227.15582220196237	-2079.4463368334455
228.5226576281062	-2079.4807721503657
229.88949305425004	-2079.5142977960986
231.25632848039388	-2079.546817717759
232.6231639065377	-2079.5782373227757
233.98999933268155	-2079.6084638663215
235.35683475882539	-2079.63740680149
236.72367018496922	-2079.664977734594
238.09050561111306	-2079.691090460552
239.4573410372569	-2079.7156607570705
240.82417646340073	-2079.738606625853
242.19101188954454	-2079.759847948013
243.55784731568838	-2079.77930787733
244.9246827418322	-2079.796910291223
246.29151816797605	-2079.8125822373313
247.6583535941199	-2079.8262521900815
249.02518902026372	-2079.837851075141
250.39202444640756	-2079.847310838906
251.7588598725514	-2079.8545661397857
253.12569529869523	-2079.859553051798
254.49253072483907	-2079.8622086920423
255.8593661509829	-2079.8624727108163
257.22620157712674	-2079.860285846202
258.5930370032706	-2079.855589789955
259.9598724294144	-2079.848329079954
261.32670785555825	-2079.8384476878327
262.6935432817021	-2079.825891537277
264.0603787078459	-2079.8106072001738
265.42721413398976	-2079.792541837005
266.7940495601336	-2079.7716431521458
268.16088498627744	-2079.747860224603
269.5277204124213	-2079.7211416286063
270.8945558385651	-2079.691436919069
272.26139126470895	-2079.6586946711523
273.6282266908528	-2079.622862858383
274.9950621169966	-2079.5838863678855
276.36189754314046	-2079.541705457179
277.7287329692843	-2079.4962546505612
279.09556839542813	-2079.4474605896157
280.46240382157197	-2079.3952409901303
281.8292392477158	-2079.339504060952
283.19607467385964	-2079.280149129836
284.5629101000035	-2079.217068044154
285.92974552614726	-2079.1501483299417
287.29658095229115	-2079.07928067228
288.66341637843493	-2079.0043665744943
290.0302518045788	-2078.9253202655
291.3970872307226	-2078.8420563318414
292.7639226568665	-2078.7544680812043
294.1307580830103	-2078.6623968460244
295.49759350915417	-2078.565656838624
296.86442893529795	-2078.464164791314
298.23126436144184	-2078.3579325058145
299.5980997875856	-2078.246795234887
300.9649352137295	-2078.1303766348046
302.3317706398733	-2078.008205948083
303.6986060660172	-2077.879776058404
305.06544149216097	-2077.7445428945703
306.43227691830486	-2077.601915297715
307.79911234444864	-2077.4512326099557
309.16594777059254	-2077.2917453624887
310.5327831967363	-2077.122611699311
311.8996186228802	-2076.942881760804
313.266454049024	-2076.75143760225
314.6332894751679	-2076.5468894817514
316.00012490131166	-2076.3274845459146
