# UMA data for diatomic H
# DISTANCE	ENERGY
0.4	-3.3721373663485252
0.45656565656565656	-5.50198179345729
0.5131313131313131	-6.818187771850845
0.5696969696969697	-7.65052813153865
0.6262626262626263	-8.13076346974971
0.6828282828282828	-8.373989223057052
0.7393939393939394	-8.445749728494903
0.795959595959596	-8.39665171366336
0.8525252525252525	-8.263687251621505
0.9090909090909091	-8.072985170894881
0.9656565656565657	-7.843252359443923
1.0222222222222221	-7.588246284538528
1.0787878787878786	-7.317752657943984
1.1353535353535353	-7.038633643203994
1.191919191919192	-6.756393490844985
1.2484848484848485	-6.4751136885225975
1.305050505050505	-6.1968660936892235
1.3616161616161615	-5.923884688431045
1.418181818181818	-5.658172904068252
1.474747474747475	-5.3997235880434715
1.5313131313131314	-5.148755847030898
1.587878787878788	-4.9067471609652245
1.6444444444444444	-4.674795447403213
1.7010101010101009	-4.452771960312148
1.7575757575757573	-4.240007697159072
1.8141414141414143	-4.035970984512588
1.8707070707070708	-3.8403618918001854
1.9272727272727272	-3.6531770811617577
1.9838383838383837	-3.474551020675918
2.04040404040404	-3.3043892965853416
2.0969696969696967	-3.142133055740615
2.1535353535353536	-2.986955462509414
2.21010101010101	-2.8381298170626366
2.2666666666666666	-2.6952727423250877
2.323232323232323	-2.558237849289199
2.3797979797979796	-2.426939307266494
2.436363636363636	-2.301242648178359
2.4929292929292926	-2.181014834457656
2.5494949494949495	-2.0661433325350487
2.606060606060606	-1.9565117941439354
2.6626262626262625	-1.85189896684291
2.719191919191919	-1.751920996719619
2.7757575757575754	-1.656053362900039
2.832323232323232	-1.5637462721407616
2.888888888888889	-1.4745495901644432
2.9454545454545453	-1.388224421554824
3.002020202020202	-1.304735480362197
3.0585858585858583	-1.2242019758761131
3.115151515151515	-1.1468155966341698
3.1717171717171713	-1.0727742300570213
3.228282828282828	-1.0022647963106834
3.2848484848484847	-0.9354894743502342
3.341414141414141	-0.8726723776400291
3.3979797979797977	-0.8140404806673729
3.454545454545454	-0.7597468481600487
3.5111111111111106	-0.7098172293245995
3.5676767676767676	-0.664117156082412
3.624242424242424	-0.6223757849276268
3.6808080808080805	-0.584222136551162
3.737373737373737	-0.5492556677401268
3.7939393939393935	-0.517088233047744
3.85050505050505	-0.48740607362391586
3.907070707070707	-0.4599812613070213
3.9636363636363634	-0.43465739350916976
4.02020202020202	-0.4113047705233299
4.076767676767677	-0.3897908316195213
4.133333333333333	-0.36994105439784164
4.18989898989899	-0.3515294180453026
4.246464646464647	-0.33431082826258773
4.303030303030303	-0.31800013642909164
4.35959595959596	-0.3022626028597557
4.416161616161617	-0.28667288880946273
4.472727272727273	-0.2706626043856346
4.52929292929293	-0.25364142518641586
4.585858585858586	-0.23522311311366195
4.642424242424243	-0.2155478582918846
4.6989898989898995	-0.19548922639491195
4.7555555555555555	-0.17654925447108383
4.8121212121212125	-0.16033202272059555
4.8686868686868685	-0.14777403932215805
4.925252525252525	-0.1387341604769432
4.9818181818181815	-0.1322482214510643
5.038383838383838	-0.12686472993495101
5.094949494949495	-0.11981612306239242
5.151515151515151	-0.1039898977816307
5.208080808080808	-0.06698256593348617
5.264646464646464	-0.003639517837783046
5.321212121212121	0.056873978561142735
5.377777777777778	0.07902974027989274
5.434343434343434	0.06456726927159195
5.490909090909091	0.05525559324620133
5.547474747474747	0.08057946104405289
5.604040404040404	0.08823555845616227
5.66060606060606	0.17229336637852555
5.717171717171717	0.24984902281163102
5.773737373737374	0.39907235044834977
5.83030303030303	0.6200749291837013
5.886868686868687	1.0291706933438576
5.943434343434343	1.282819451278428
6.0	1.330115021651963
