# UMA data for diatomic mol_76
# DISTANCE	ENERGY
0.0	-16897.07924399702
2.0	-16897.080103972836
4.0	-16897.08148417799
6.0	-16897.083301106377
8.0	-16897.085430661125
10.0	-16897.087724128647
12.0	-16897.0900154504
14.0	-16897.092130461617
16.0	-16897.09390358059
18.0	-16897.09517441122
20.0	-16897.09580818741
22.0	-16897.09569154112
24.0	-16897.094740310593
26.0	-16897.09289530842
28.0	-16897.090126076622
30.0	-16897.08642796604
32.0	-16897.081811765118
34.0	-16897.07630721657
36.0	-16897.069957831784
38.0	-16897.06282106964
40.0	-16897.054965475483
42.0	-16897.04647217123
44.0	-16897.037429431362
46.0	-16897.027926245613
48.0	-16897.01805613367
50.0	-16897.007911899967
52.0	-16896.99758307068
54.0	-16896.987158933563
56.0	-16896.976728359146
58.0	-16896.966377058907
60.0	-16896.95618836014
62.0	-16896.946242490692
64.0	-16896.936608711167
66.0	-16896.927361408158
68.0	-16896.918563464566
70.0	-16896.910274187012
72.0	-16896.90254340498
74.0	-16896.895420351906
76.0	-16896.888948360367
78.0	-16896.883169392033
80.0	-16896.878118375225
82.0	-16896.873822668476
84.0	-16896.87030593483
86.0	-16896.867584803982
88.0	-16896.865672746582
90.0	-16896.86457989542
92.0	-16896.864307382984
94.0	-16896.8648542556
96.0	-16896.866211751385
98.0	-16896.86836604206
100.0	-16896.87129394142
102.0	-16896.87496558754
104.0	-16896.879350045605
106.0	-16896.884415605946
108.0	-16896.890118041916
110.0	-16896.896409490986
112.0	-16896.90323493807
114.0	-16896.910530129357
116.0	-16896.91822884409
118.0	-16896.926256874485
120.0	-16896.934534052296
122.0	-16896.94297526209
124.0	-16896.951486149712
126.0	-16896.959969440384
128.0	-16896.968321422024
130.0	-16896.976432898922
132.0	-16896.984190860672
134.0	-16896.991471210404
136.0	-16896.99814824192
138.0	-16897.00409487812
140.0	-16897.009183207436
142.0	-16897.013297716065
144.0	-16897.016324439926
146.0	-16897.018159249707
148.0	-16897.01870826809
150.0	-16897.017898360176
152.0	-16897.015685239716
154.0	-16897.012067416592
156.0	-16897.00709078638
158.0	-16897.000855842514
160.0	-16896.993523636742
162.0	-16896.98531482546
164.0	-16896.97650984852
166.0	-16896.967440644188
168.0	-16896.95848439066
170.0	-16896.950048187657
172.0	-16896.94254664509
174.0	-16896.93637351124
176.0	-16896.93187067835
178.0	-16896.929298618717
180.0	-16896.928813794537
182.0	-16896.93045357792
184.0	-16896.934137800617
186.0	-16896.939666965885
188.0	-16896.94674960701
190.0	-16896.955018082543
192.0	-16896.964064756317
194.0	-16896.97347227661
196.0	-16896.98284021942
198.0	-16896.991807440205
200.0	-16897.000063339157
202.0	-16897.007348636074
204.0	-16897.013467589302
206.0	-16897.018281677647
208.0	-16897.021713236256
210.0	-16897.023738244457
212.0	-16897.024370768948
214.0	-16897.023668149395
216.0	-16897.02170727579
218.0	-16897.01858226387
220.0	-16897.01439509718
222.0	-16897.009252229615
224.0	-16897.00326702921
226.0	-16896.996559778137
228.0	-16896.989252844734
230.0	-16896.98146776287
232.0	-16896.973321894093
234.0	-16896.964924910946
236.0	-16896.95638344614
238.0	-16896.947797873898
240.0	-16896.93926201193
242.0	-16896.930870214386
244.0	-16896.92270694105
246.0	-16896.91485104887
248.0	-16896.907373824997
250.0	-16896.900344828053
252.0	-16896.89382747738
254.0	-16896.887879470272
256.0	-16896.88254878847
258.0	-16896.877877989693
260.0	-16896.87390063135
262.0	-16896.87064586012
264.0	-16896.86814568369
266.0	-16896.86642507641
268.0	-16896.86550269453
270.0	-16896.86539117424
272.0	-16896.866095462723
274.0	-16896.86761555998
276.0	-16896.86994765131
278.0	-16896.873082319184
280.0	-16896.877002814694
282.0	-16896.881690720005
284.0	-16896.88712064354
286.0	-16896.89326039879
288.0	-16896.900070467873
290.0	-16896.907505491658
292.0	-16896.91551629631
294.0	-16896.92404935686
296.0	-16896.933046618386
298.0	-16896.9424441251
300.0	-16896.952170828266
302.0	-16896.962152043267
304.0	-16896.972306052132
306.0	-16896.98254708378
308.0	-16896.99278716175
310.0	-16897.00293622343
312.0	-16897.012901702805
314.0	-16897.022590318604
316.0	-16897.031909624024
318.0	-16897.04076419203
320.0	-16897.049065569325
322.0	-16897.056725839062
324.0	-16897.063666799946
326.0	-16897.069824675007
328.0	-16897.075144925995
330.0	-16897.07958803503
332.0	-16897.08313278286
334.0	-16897.085776248856
336.0	-16897.087538281365
338.0	-16897.088468888684
340.0	-16897.088644603176
342.0	-16897.088167825623
344.0	-16897.087171295567
346.0	-16897.085803428574
348.0	-16897.084231534882
350.0	-16897.082627395077
352.0	-16897.081157663746
354.0	-16897.079974630757
356.0	-16897.079206326885
358.0	-16897.0789460334
360.0	-16897.07924399702
