# UMA data for molecule: ethanol
# z-axis rotation with 180 rotamers and resolution 2
# ENERGY		FORCES		TORQUE (if exists)
1.7881393432617188e-07	1.1747001593676032e-08	-9.664240088747e-08
2.384185791015625e-07	1.2848315122937493e-07	-1.3584830173274387e-07
1.7881393432617188e-07	3.067065890149934e-08	-3.31004164702553e-08
2.980232238769531e-07	5.029141902923584e-08	3.238556560425376e-08
2.980232238769531e-07	3.1419027379797626e-08	4.947349155348668e-08
1.1920928955078125e-07	7.13372259042444e-08	-1.1637183065099643e-07
0.0	1.0046635878779853e-07	7.659022778494506e-08
1.7881393432617188e-07	7.461660089802535e-08	-1.4792500341309633e-07
1.7881393432617188e-07	2.353877093241863e-08	-1.328049868340453e-07
5.960464477539063e-08	4.1287563590231e-08	-8.654172071326238e-08
1.7881393432617188e-07	7.426150716582924e-08	-1.1186227762832734e-07
2.384185791015625e-07	4.598500780161885e-08	-1.2536348494018856e-08
1.7881393432617188e-07	9.313225746154785e-10	5.8315911009854116e-08
2.980232238769531e-07	5.202975117413189e-08	-6.988963603682397e-08
2.384185791015625e-07	8.392299832848948e-08	-2.460735401901837e-07
2.980232238769531e-07	2.8804407747884397e-08	-1.8591795013234158e-07
2.384185791015625e-07	2.844243596200613e-08	-1.1116175376024717e-08
2.980232238769531e-07	2.310989266618435e-08	-7.077377128100748e-08
1.1920928955078125e-07	5.3611589834190454e-08	-5.574583617634632e-08
2.980232238769531e-07	3.840242257524551e-08	-1.0277929362451088e-07
1.1920928955078125e-07	4.007550202800303e-08	-1.769407953072788e-07
1.7881393432617188e-07	2.542971877517175e-08	-2.4252507929700684e-07
1.1920928955078125e-07	7.891089381928396e-08	-2.390721751815983e-08
1.7881393432617188e-07	2.595399628546602e-08	-2.222369243215505e-07
2.980232238769531e-07	7.099122001363867e-08	-6.231072663398507e-08
1.1920928955078125e-07	3.6784566503911265e-08	-1.6288092527516618e-07
2.980232238769531e-07	4.79694044486223e-08	-3.456999816270345e-08
1.7881393432617188e-07	4.412693144217883e-08	9.882973579095067e-08
2.980232238769531e-07	6.374901317940385e-08	-6.868576266895465e-06
1.7881393432617188e-07	4.0519882560374754e-08	-1.3091733483336365e-06
3.5762786865234375e-07	4.69441374661983e-08	-9.079765025552661e-05
1.7881393432617188e-07	5.5886630434542894e-08	-2.3822738490913986e-07
1.7881393432617188e-07	3.801832804128935e-08	-1.4087824799086102e-07
2.980232238769531e-07	0.0	-7.836531757537957e-08
1.7881393432617188e-07	2.7498330723574327e-08	-7.074577049182018e-09
1.7881393432617188e-07	5.8860692320195085e-08	-1.0194684076092475e-08
1.7881393432617188e-07	8.450984267938111e-08	-3.082143772148438e-08
5.960464477539063e-08	1.0099778080530086e-07	-1.4289472360234923e-07
1.1920928955078125e-07	7.239288635219054e-08	-1.857698019719356e-07
2.980232238769531e-07	4.527325359049428e-08	-2.9266513740938693e-07
1.7881393432617188e-07	7.435043158920962e-08	-8.5978235642159e-09
2.384185791015625e-07	1.3838611323535588e-07	-2.2776826472115097e-07
3.5762786865234375e-07	5.740239572560313e-08	-9.183001337946528e-06
0.0	4.47392913827116e-08	-5.709885768284684e-06
1.7881393432617188e-07	9.797240352327208e-08	-6.702862556037803e-07
1.7881393432617188e-07	4.869419001352071e-08	7.488123792143142e-07
0.0	6.343333325276035e-08	1.9873923853344633e-06
1.7881393432617188e-07	5.196748986691091e-08	1.4707181505979605e-07
2.980232238769531e-07	4.23540065241923e-08	2.453240283736835e-06
3.5762786865234375e-07	8.381903171539307e-08	4.511414085778265e-07
2.980232238769531e-07	1.0545813466933396e-07	1.0483076421374804e-06
1.7881393432617188e-07	4.513143281315024e-08	8.189615909523495e-07
0.0	6.345916148120523e-08	5.5938716875571226e-05
2.384185791015625e-07	2.8158058995586543e-08	-1.8617596714981532e-07
1.7881393432617188e-07	3.021371952627305e-08	1.3734081971694678e-07
2.384185791015625e-07	2.276424737601701e-08	-5.0306053059334666e-08
2.980232238769531e-07	5.4293938234195593e-08	4.285871555570475e-08
1.1920928955078125e-07	8.042422905418789e-08	8.737240434625315e-08
5.960464477539063e-08	4.3258065574036664e-08	-1.0593938333525177e-07
2.980232238769531e-07	4.059822700241966e-08	-7.469682351129991e-08
2.980232238769531e-07	3.9299898446643056e-08	-1.4619430787482512e-07
1.7881393432617188e-07	6.594517287794588e-08	-1.5234603578662131e-09
1.7881393432617188e-07	2.767837514738858e-08	1.636599814558437e-07
3.5762786865234375e-07	9.522745614276573e-08	8.458487736617837e-09
2.980232238769531e-07	4.731987601758192e-08	1.1337613157400006e-06
1.7881393432617188e-07	5.8939747304975754e-08	1.8463443227992316e-06
2.384185791015625e-07	2.38140085428995e-08	4.997038894963279e-07
1.1920928955078125e-07	8.909094617592928e-08	1.6228959538039378e-07
1.7881393432617188e-07	4.8391861184882146e-08	-1.2341806039650738e-07
1.7881393432617188e-07	4.9517126399223343e-08	-9.400539864590218e-08
1.7881393432617188e-07	6.3053606780272276e-09	-6.689571074858236e-08
2.384185791015625e-07	4.488225258114653e-08	-8.383943640721814e-08
1.7881393432617188e-07	3.8841346139406596e-08	-9.489730304346189e-08
1.7881393432617188e-07	6.218840553628979e-08	4.0836347012240815e-08
1.7881393432617188e-07	4.098789219142418e-08	-3.528660960649965e-08
2.384185791015625e-07	7.136033275401132e-08	-1.7396299957506134e-07
2.980232238769531e-07	3.8922774336924704e-08	-1.8329149439194614e-07
2.980232238769531e-07	4.598500780161885e-08	-3.416708091084908e-06
2.980232238769531e-07	6.556911813504485e-08	-5.1400310459304155e-08
1.7881393432617188e-07	5.1780286725033875e-08	-5.490887518277976e-08
2.384185791015625e-07	3.067065890149934e-08	-3.6377063521164654e-08
1.7881393432617188e-07	3.64405252639699e-08	-8.329670377060783e-09
1.7881393432617188e-07	8.324249023416996e-08	-1.522302481987703e-08
1.1920928955078125e-07	4.6703913625378846e-08	-2.2569723083509796e-08
1.7881393432617188e-07	6.870263291602896e-08	-8.71290481430087e-09
5.960464477539063e-08	4.842877388000488e-08	-9.021467391179261e-08
2.384185791015625e-07	2.8804407747884397e-08	-1.617808629006401e-07
1.7881393432617188e-07	8.577863752634585e-08	-2.445388700839102e-07
5.960464477539063e-08	6.92276529434821e-08	-1.1608470561197404e-07
1.7881393432617188e-07	5.772373690149379e-09	-4.953138768581944e-08
1.7881393432617188e-07	6.27583602863524e-08	6.071541668734026e-08
2.384185791015625e-07	5.520616497278752e-08	-1.6565089303033353e-07
1.1920928955078125e-07	3.64405252639699e-08	-8.708139390134484e-08
2.980232238769531e-07	3.7125708729490725e-08	-5.2540244481480425e-08
2.980232238769531e-07	4.459590385863521e-08	-7.259907224693718e-08
1.1920928955078125e-07	4.87272728832977e-08	-8.538049746376064e-08
1.7881393432617188e-07	3.296456441148621e-08	-1.0908547849047823e-07
1.7881393432617188e-07	3.161591521916307e-08	3.3464043383557573e-08
1.7881393432617188e-07	2.8590395828587134e-08	-1.981276107065888e-07
2.384185791015625e-07	3.022649508466202e-08	-8.682234187845639e-08
1.7881393432617188e-07	2.0200820571858458e-08	-6.15934748829372e-08
1.7881393432617188e-07	5.971411809468918e-08	-1.698956314938327e-07
1.7881393432617188e-07	5.3412698264310166e-08	-8.477113390414903e-08
2.980232238769531e-07	1.2934714632706346e-08	-1.4100669397387744e-07
1.7881393432617188e-07	9.154313573844775e-08	-3.800927212554983e-08
2.980232238769531e-07	1.0732724042838981e-08	5.5505846030534656e-09
1.7881393432617188e-07	2.597499459966457e-08	-5.107496486161933e-08
2.384185791015625e-07	5.667619973337423e-08	3.360832637189226e-08
1.1920928955078125e-07	6.097481985989361e-08	-6.648360888206195e-08
1.7881393432617188e-07	7.343699337525322e-08	-2.784151127005474e-07
1.1920928955078125e-07	2.4083369964955637e-08	2.9768065887281203e-08
2.384185791015625e-07	8.604722978589052e-08	-1.7632836295244925e-07
1.7881393432617188e-07	3.500096212860626e-08	-1.6781131221416112e-07
1.7881393432617188e-07	2.9017023450705892e-08	-2.7165359274550216e-07
2.980232238769531e-07	8.116439431660183e-08	1.1360423141787424e-07
5.960464477539063e-08	1.5270037678760673e-08	-1.7025977498003053e-07
2.980232238769531e-07	2.0200820571858458e-08	-1.945151227103481e-07
3.5762786865234375e-07	6.720824075046039e-08	-7.59621532342436e-12
2.980232238769531e-07	6.866070378919176e-08	-8.775191366793e-06
1.7881393432617188e-07	3.51790312436151e-08	-1.667942280535184e-06
4.76837158203125e-07	6.139407560112886e-08	-0.00021096173019170827
2.980232238769531e-07	4.604712167122216e-09	-2.7799194958488815e-07
1.7881393432617188e-07	2.7219293485813978e-08	-1.1924021788706218e-07
2.980232238769531e-07	4.748898518869282e-08	-1.1510770921152602e-07
1.7881393432617188e-07	9.699542857788401e-08	-1.3982248498606298e-07
1.7881393432617188e-07	3.9917882332929366e-08	1.0083485768586087e-08
2.980232238769531e-07	4.6115697927007204e-08	-8.041615139064984e-08
1.1920928955078125e-07	1.0126248639608093e-07	7.0217609851597196e-09
1.7881393432617188e-07	3.923685198969906e-08	-9.895560233730283e-08
2.384185791015625e-07	8.792366656962258e-08	-7.553486131017806e-08
2.980232238769531e-07	9.212404705749577e-08	-5.987413535801789e-08
1.7881393432617188e-07	2.0773981646016182e-08	-2.0481030801183797e-07
4.172325134277344e-07	7.19127797310648e-08	-9.019070585765399e-06
0.0	1.9238941106891616e-08	-5.6624254295770116e-06
1.7881393432617188e-07	3.622399802338805e-08	-6.129485528028056e-07
1.1920928955078125e-07	4.34331184351322e-08	7.653749054259418e-07
5.960464477539063e-08	1.049485192083921e-07	1.5501514840851605e-06
1.7881393432617188e-07	6.516740569395552e-08	-5.084497417540135e-08
1.7881393432617188e-07	5.974145267373387e-08	2.457886723691849e-06
2.980232238769531e-07	3.656988667444239e-08	5.031576261541049e-07
5.960464477539063e-08	4.298961187032546e-08	6.024108904212344e-07
1.1920928955078125e-07	5.105674816263672e-08	7.403072696254842e-07
5.960464477539063e-08	4.961275124060194e-08	5.303060933858211e-05
1.7881393432617188e-07	6.082550640940099e-08	-1.8655646202153653e-07
1.7881393432617188e-07	1.1634474716970544e-08	-6.172366555368125e-09
2.980232238769531e-07	2.8657424877565063e-08	-4.238461381866898e-08
2.980232238769531e-07	5.118326384945249e-08	-1.4613603112334506e-08
1.7881393432617188e-07	1.210719347000122e-08	-2.3738668926409634e-08
2.980232238769531e-07	7.514623945326093e-08	-1.6075942776277996e-07
2.384185791015625e-07	2.7219293485813978e-08	7.473247207873124e-08
2.384185791015625e-07	1.019141606661833e-07	3.849537818373383e-08
2.980232238769531e-07	2.3012752592421748e-08	-9.722809510975816e-08
2.980232238769531e-07	7.685564185067051e-08	1.29882443855589e-07
2.384185791015625e-07	1.5366822481155396e-08	-1.3045409971712552e-07
2.980232238769531e-07	2.890507388997321e-08	1.0850710299159516e-06
1.7881393432617188e-07	1.115597569878446e-07	5.7753491584447425e-06
1.7881393432617188e-07	1.9624035729748357e-08	6.34499530353938e-07
1.1920928955078125e-07	2.6150608789521357e-08	2.0019377153235318e-07
1.1920928955078125e-07	8.539016249642373e-08	1.0516174549224377e-07
2.980232238769531e-07	6.552059517161979e-08	8.28137050531974e-08
1.7881393432617188e-07	8.221918079698298e-08	-2.1537561679940698e-07
3.5762786865234375e-07	4.583866086704802e-08	1.0051299270674718e-07
2.980232238769531e-07	5.267934355401849e-08	-7.008024299759441e-09
1.7881393432617188e-07	4.9089816656078256e-08	2.330860548321878e-08
2.980232238769531e-07	7.157373715926951e-08	-2.0312652657117347e-08
2.980232238769531e-07	7.565049742197516e-08	-4.230252766829201e-08
2.980232238769531e-07	2.353877093241863e-08	-7.346617003634037e-08
1.7881393432617188e-07	3.161591521916307e-08	-9.70882380922633e-06
1.7881393432617188e-07	1.499406110383461e-08	-1.44041876204426e-07
2.384185791015625e-07	4.9089816656078256e-08	-1.2283013535452358e-07
5.960464477539063e-08	6.45858051484538e-08	3.8676886429667157e-08
2.384185791015625e-07	2.0128206656977454e-08	-4.601776179558037e-08
3.5762786865234375e-07	2.320265757305151e-08	-5.097776101248286e-08
1.1920928955078125e-07	5.874972686115143e-08	-3.1190524475699366e-08
2.980232238769531e-07	5.703235927967398e-08	-5.509663600355985e-08
3.5762786865234375e-07	4.87272728832977e-08	-1.1616565834954296e-07
2.980232238769531e-07	4.430784628084439e-08	-5.6538225295943434e-08
1.1920928955078125e-07	2.596038761737418e-08	-2.5629909868041256e-08
1.7881393432617188e-07	4.590642532775746e-08	-1.5717497107992084e-07
2.980232238769531e-07	3.389829572597591e-08	-1.5177560690193825e-07
1.1920928955078125e-07	4.224092720050976e-08	-9.048620290552645e-09
