# rotation results for benzene
# MODEL			MAX E			MAX F			MAX tau
ANI-1x	5.27125575899845e-06	5.184132874092029e-07	1.1975637553493512e-06
ANI-1ccx	5.676737600879278e-06	4.951589289703406e-07	1.3695988746592613e-06
ANI-2x	7.704144081799313e-06	9.17720399229438e-07	1.8868924678977494e-06
MACE-MP	0.0	3.6892728871862346e-07	1.144509368666835e-06
MACE-OFF	0.0	2.910213652285165e-07	1.3466954071894577e-06
ORB-V2	0.0091400146484375	6.937104330972943e-07	0.034930984830071524
ORB-D3-V2	0.01023101806640625	8.814035936666187e-07	0.038543042486535936
UMA_small	6.556510925292969e-07	1.0838869712870292e-07	0.00021498501037063242
